date_id,precipitation,temp_max,temp_min,wind,humidity,pressure,solar_radiation,visibility,weather_id,cloudiness_id,estacion_id,date,estacion,weather,cloudiness
5392,42.96,14.44,2.56,5.45,76.19,982.63,747.31,1.81,3,3,1,1999-11-11,Otoño,cloudy,cubierto
5393,51.22,20.0,-3.51,1.64,86.56,1012.41,710.89,5.72,2,1,2,1994-03-13,Primavera,rain,parcialmente nublado
5394,39.25,25.22,-4.63,5.74,54.69,1047.82,636.99,12.27,1,1,1,2018-10-26,Otoño,storm,parcialmente nublado
5395,17.14,11.36,4.8,4.49,33.25,1020.7,1146.17,10.73,2,2,4,1969-08-19,Verano,rain,despejado
5396,24.63,19.47,-2.62,6.1,52.48,1004.08,198.37,11.62,1,1,4,2009-08-20,Verano,storm,parcialmente nublado
5397,13.6,3.36,2.6,0.96,77.25,1029.13,594.0,15.13,2,1,4,1984-07-30,Verano,rain,parcialmente nublado
5398,8.96,35.18,-0.16,7.95,73.35,1006.3,697.31,14.07,3,1,3,2005-02-13,Invierno,cloudy,parcialmente nublado
5399,44.19,34.12,1.12,9.23,75.27,987.54,277.72,5.6,1,3,1,1971-09-08,Otoño,storm,cubierto
5400,35.05,26.68,18.0,7.33,77.66,996.57,247.29,11.96,1,1,2,2010-04-27,Primavera,storm,parcialmente nublado
5401,14.64,24.85,6.89,9.41,48.13,1018.84,1037.02,18.77,1,2,2,2011-03-03,Primavera,storm,despejado
5402,7.63,21.74,0.15,0.4,68.15,1004.43,1172.03,17.57,3,2,2,1973-04-30,Primavera,cloudy,despejado
5403,52.99,31.66,7.69,5.97,93.14,987.81,1087.61,8.38,1,2,1,1961-11-13,Otoño,storm,despejado
5404,51.73,28.48,2.29,5.74,79.55,1011.1,27.21,18.4,1,1,1,2006-10-05,Otoño,storm,parcialmente nublado
5405,9.62,15.63,2.97,6.02,86.95,1021.21,519.27,9.84,3,1,2,1971-04-21,Primavera,cloudy,parcialmente nublado
5406,31.68,9.26,2.4,7.56,68.11,991.15,1149.97,11.67,3,2,1,2004-09-09,Otoño,cloudy,despejado
5407,53.74,2.88,1.84,9.09,82.7,1007.69,843.2,0.83,1,2,4,1968-08-31,Verano,storm,despejado
5408,14.37,5.71,3.45,2.08,51.37,1001.78,78.11,4.78,2,1,1,2017-11-18,Otoño,rain,parcialmente nublado
5409,5.94,22.3,2.85,3.24,70.99,986.63,508.92,13.79,3,3,3,1966-12-20,Invierno,cloudy,cubierto
5410,13.92,24.92,4.32,4.44,31.82,1011.37,1062.51,18.61,2,2,1,2010-11-11,Otoño,rain,despejado
5411,18.72,0.65,-0.9,1.1,35.04,1043.08,89.42,11.5,2,1,2,2023-05-16,Primavera,rain,parcialmente nublado
5412,14.55,9.84,8.13,0.87,72.49,982.42,881.87,17.65,3,2,3,2015-12-19,Invierno,cloudy,despejado
5413,10.38,19.02,17.15,0.64,87.14,1036.22,1164.44,6.87,2,2,2,2004-03-28,Primavera,rain,despejado
5414,31.43,21.53,-5.6,7.13,83.8,1017.6,837.24,7.56,1,2,3,1995-12-28,Invierno,storm,despejado
5415,35.22,13.88,-5.43,5.47,38.98,989.79,416.4,0.43,3,1,1,1997-10-12,Otoño,cloudy,parcialmente nublado
5416,39.0,6.22,-5.26,3.81,58.61,997.48,527.47,19.82,2,1,1,1960-11-16,Otoño,rain,parcialmente nublado
5417,21.9,14.31,4.87,3.11,91.14,1048.17,36.62,1.83,4,1,3,1982-12-27,Invierno,fog,parcialmente nublado
5418,4.8,22.39,14.99,2.41,66.95,988.59,940.13,16.07,3,2,4,1978-08-22,Verano,cloudy,despejado
5419,4.09,22.08,5.52,1.53,73.1,1022.98,463.22,10.53,3,1,1,2006-09-15,Otoño,cloudy,parcialmente nublado
5420,17.24,18.85,3.99,4.76,78.95,996.82,347.58,18.31,3,1,2,1968-05-15,Primavera,cloudy,parcialmente nublado
5421,30.4,15.61,2.46,7.99,58.94,999.31,153.46,18.56,1,1,2,2006-05-27,Primavera,storm,parcialmente nublado
5422,2.85,3.28,1.1,7.43,65.06,1017.83,426.86,2.08,3,1,2,1998-05-26,Primavera,cloudy,parcialmente nublado
5423,13.53,15.23,7.56,4.1,69.03,1024.69,366.4,16.5,3,1,1,1991-09-06,Otoño,cloudy,parcialmente nublado
5424,24.2,27.17,14.02,0.78,31.37,1001.4,1069.88,16.44,2,2,3,1976-01-19,Invierno,rain,despejado
5425,36.05,12.49,7.81,7.25,50.03,1048.17,161.95,14.27,1,1,1,1998-11-14,Otoño,storm,parcialmente nublado
5426,11.25,3.56,-4.42,0.69,30.4,1027.74,251.54,8.54,2,1,1,1977-09-27,Otoño,rain,parcialmente nublado
5427,23.26,1.54,-4.65,1.23,30.35,1034.91,35.42,2.49,3,1,2,2022-05-13,Primavera,cloudy,parcialmente nublado
5428,35.26,-0.48,-4.87,1.77,89.64,998.42,120.73,4.55,2,1,1,2000-11-17,Otoño,rain,parcialmente nublado
5429,32.85,29.89,3.05,0.8,55.84,992.21,1120.05,6.45,2,2,1,2002-10-17,Otoño,rain,despejado
5430,23.81,14.79,3.89,8.21,78.56,1002.46,170.97,16.09,1,1,4,1974-08-04,Verano,storm,parcialmente nublado
5431,50.57,23.62,15.88,1.05,67.73,1038.99,1170.75,3.62,2,2,2,2015-05-19,Primavera,rain,despejado
5432,45.47,33.33,14.96,5.69,72.05,1018.59,773.27,18.1,1,1,4,2001-07-25,Verano,storm,parcialmente nublado
5433,39.94,21.85,8.75,3.38,83.28,1016.21,905.39,11.68,3,2,1,2004-11-03,Otoño,cloudy,despejado
5434,34.42,10.38,2.53,1.08,71.44,1005.91,1172.83,1.29,2,2,3,2008-01-18,Invierno,rain,despejado
5435,4.79,34.29,3.3,4.38,39.9,1014.17,753.34,7.06,3,1,3,1995-12-30,Invierno,cloudy,parcialmente nublado
5436,14.39,26.55,-0.46,4.36,94.61,994.72,1020.52,16.55,3,2,1,2016-10-02,Otoño,cloudy,despejado
5437,23.98,18.81,-4.22,4.34,65.32,1012.9,298.79,2.24,2,1,4,2000-07-20,Verano,rain,parcialmente nublado
5438,10.72,23.5,0.12,9.41,76.22,993.61,277.66,6.97,1,1,2,2004-04-26,Primavera,storm,parcialmente nublado
5439,16.4,11.37,7.46,4.25,41.53,981.17,991.47,2.97,2,2,2,1997-03-16,Primavera,rain,despejado
5440,24.57,19.11,5.4,9.28,78.51,980.76,923.69,18.28,1,2,2,2001-03-24,Primavera,storm,despejado
5441,35.39,12.71,-0.23,8.97,99.8,1014.68,793.56,18.47,3,1,1,1973-10-08,Otoño,cloudy,parcialmente nublado
5442,46.2,6.32,-5.86,8.66,84.3,981.88,115.03,8.59,1,3,4,2000-08-10,Verano,storm,cubierto
5443,1.77,32.22,10.65,6.44,54.05,1039.38,795.46,16.3,3,1,3,2012-02-05,Invierno,cloudy,parcialmente nublado
5444,1.64,-0.08,-3.21,4.4,51.97,981.73,326.26,2.8,3,1,3,2020-12-27,Invierno,cloudy,parcialmente nublado
5445,54.49,29.6,-6.95,4.66,73.49,1024.42,410.31,13.81,2,1,1,1994-09-25,Otoño,rain,parcialmente nublado
5446,31.99,5.01,0.07,7.08,43.44,986.92,971.63,11.12,1,2,2,1969-04-28,Primavera,storm,despejado
5447,1.64,9.69,0.57,8.81,85.76,1033.0,723.03,3.61,4,1,1,1959-10-01,Otoño,fog,parcialmente nublado
5448,22.19,-1.55,-4.28,4.68,75.82,1049.3,105.69,10.19,2,1,1,2003-09-27,Otoño,rain,parcialmente nublado
5449,17.93,33.41,4.2,7.34,98.37,1019.92,419.21,10.22,1,1,4,1964-07-09,Verano,storm,parcialmente nublado
5450,41.62,32.49,10.03,5.24,75.33,1027.63,1019.3,5.34,1,2,1,1969-09-10,Otoño,storm,despejado
5451,50.15,14.89,2.95,5.81,58.55,982.27,864.14,6.3,1,2,1,1960-09-11,Otoño,storm,despejado
5452,21.69,11.44,8.86,3.1,33.53,1047.8,350.94,17.0,2,1,3,2010-01-07,Invierno,rain,parcialmente nublado
5453,16.04,7.07,5.7,5.63,89.12,998.33,63.64,1.23,1,1,3,1999-01-13,Invierno,storm,parcialmente nublado
5454,21.69,5.94,3.5,5.91,57.96,1006.58,402.24,5.89,1,1,3,1967-02-20,Invierno,storm,parcialmente nublado
5455,36.3,4.38,-4.46,1.23,73.19,987.91,1032.31,15.5,2,2,4,1990-07-12,Verano,rain,despejado
5456,18.58,-0.48,-3.82,4.38,60.25,1045.53,290.27,18.32,2,1,2,2006-03-03,Primavera,rain,parcialmente nublado
5457,32.95,8.4,5.07,6.26,68.59,1025.99,8.82,2.7,3,1,3,1967-02-24,Invierno,cloudy,parcialmente nublado
5458,47.32,17.29,13.95,8.14,81.91,1021.84,770.55,12.96,1,1,3,1981-01-05,Invierno,storm,parcialmente nublado
5459,41.46,24.45,15.53,6.58,61.24,1034.06,406.47,17.53,3,1,4,1991-07-04,Verano,cloudy,parcialmente nublado
5460,35.6,31.62,17.11,5.02,40.38,995.97,821.6,14.31,1,2,2,1998-05-14,Primavera,storm,despejado
5461,12.33,10.15,0.17,7.62,57.7,988.25,817.92,2.33,1,2,4,1978-06-18,Verano,storm,despejado
5462,34.12,15.26,13.04,6.28,51.09,986.77,509.61,0.45,1,1,2,2023-05-31,Primavera,storm,parcialmente nublado
5463,43.92,35.46,-5.89,8.68,68.95,1040.17,58.9,14.8,1,1,2,2005-05-13,Primavera,storm,parcialmente nublado
5464,31.44,31.56,1.97,8.31,70.91,997.79,543.73,3.67,3,1,2,2008-03-19,Primavera,cloudy,parcialmente nublado
5465,18.95,27.65,9.83,7.94,30.24,1033.73,828.73,7.11,1,2,4,2024-08-24,Verano,storm,despejado
5466,42.78,13.91,3.18,3.58,91.39,1033.58,1051.73,18.95,2,2,2,2016-03-14,Primavera,rain,despejado
5467,6.02,14.38,3.0,6.8,40.77,1025.01,642.14,7.44,3,1,4,2000-07-01,Verano,cloudy,parcialmente nublado
5468,23.35,19.45,-2.57,3.58,45.2,1014.97,35.02,15.43,2,1,1,1990-09-12,Otoño,rain,parcialmente nublado
5469,48.53,23.66,-4.48,0.86,55.64,1005.93,992.27,12.69,2,2,3,2010-02-09,Invierno,rain,despejado
5470,18.75,33.49,8.89,3.08,41.49,1043.6,794.85,9.57,2,1,4,2000-07-21,Verano,rain,parcialmente nublado
5471,48.09,35.31,1.17,1.78,55.33,1011.19,60.63,0.13,2,1,1,1993-09-10,Otoño,rain,parcialmente nublado
5472,45.84,33.01,0.27,2.78,39.94,1034.84,212.8,1.03,3,1,1,1962-11-09,Otoño,cloudy,parcialmente nublado
5473,43.59,30.71,-0.62,3.77,86.74,1024.43,135.35,15.19,3,1,3,2010-01-10,Invierno,cloudy,parcialmente nublado
5474,41.34,28.4,-1.52,4.77,51.21,1011.93,304.37,9.26,2,1,4,1989-06-24,Verano,rain,parcialmente nublado
5475,10.96,24.96,16.98,4.95,67.46,992.65,372.13,7.13,2,1,1,1974-11-05,Otoño,rain,parcialmente nublado
5476,27.48,35.24,5.2,9.21,32.94,1024.42,1099.77,16.25,1,2,3,2017-01-16,Invierno,storm,despejado
5477,35.5,23.1,1.5,7.31,90.04,988.15,378.42,9.67,3,3,2,1961-05-08,Primavera,cloudy,cubierto
5478,43.52,10.96,-2.2,5.4,65.85,1000.2,601.94,17.75,3,1,1,2003-10-28,Otoño,cloudy,parcialmente nublado
5479,51.54,-1.19,-5.9,3.49,37.57,1032.01,16.37,10.34,2,1,2,2015-04-06,Primavera,rain,parcialmente nublado
5480,49.8,3.15,1.17,5.79,92.99,1038.17,1045.2,10.41,1,2,2,2003-03-25,Primavera,storm,despejado
5481,21.42,0.07,-1.14,0.75,51.81,1004.81,693.03,8.09,2,1,2,1971-04-19,Primavera,rain,parcialmente nublado
5482,49.39,3.5,1.17,8.62,43.24,1025.17,464.36,13.48,1,1,4,2017-06-23,Verano,storm,parcialmente nublado
5483,17.76,30.72,-5.24,1.72,95.43,1021.18,558.03,11.53,2,1,1,2009-09-20,Otoño,rain,parcialmente nublado
5484,44.24,3.07,2.9,5.36,70.5,996.99,136.97,18.89,1,1,4,1989-07-27,Verano,storm,parcialmente nublado
5485,2.64,20.81,-4.71,4.44,57.3,980.54,811.51,14.63,3,2,2,1975-05-09,Primavera,cloudy,despejado
5486,24.9,27.5,2.89,3.42,95.94,984.97,855.66,15.85,3,2,1,1985-09-15,Otoño,cloudy,despejado
5487,47.16,34.18,10.48,2.39,47.28,1046.31,55.33,4.16,2,1,4,1996-07-20,Verano,rain,parcialmente nublado
5488,37.33,23.56,8.82,3.84,62.93,986.23,406.61,13.5,3,1,1,1982-09-08,Otoño,cloudy,parcialmente nublado
5489,27.5,12.93,7.16,5.3,38.08,1003.57,26.9,9.01,1,1,3,2009-01-20,Invierno,storm,parcialmente nublado
5490,22.72,22.79,1.43,3.56,95.68,1012.71,1009.63,10.35,3,2,2,1978-04-09,Primavera,cloudy,despejado
5491,17.93,32.65,-4.29,1.82,57.68,1001.25,80.35,11.73,2,1,2,1968-03-19,Primavera,rain,parcialmente nublado
5492,24.13,29.45,-0.13,2.91,56.05,983.31,56.52,10.08,3,1,1,2003-09-16,Otoño,cloudy,parcialmente nublado
5493,30.32,26.25,4.02,3.99,35.18,1046.46,678.54,9.95,3,1,3,1999-02-17,Invierno,cloudy,parcialmente nublado
5494,36.52,23.05,8.17,5.07,41.52,995.16,518.1,1.23,1,1,1,2011-10-15,Otoño,storm,parcialmente nublado
5495,6.73,4.36,-0.97,3.42,63.45,1044.88,548.05,10.27,3,1,4,2006-08-24,Verano,cloudy,parcialmente nublado
5496,16.22,2.47,-3.0,4.02,95.03,1035.57,580.03,12.95,2,1,4,2001-06-25,Verano,rain,parcialmente nublado
5497,42.93,0.44,-1.98,5.47,38.37,1010.45,1050.44,14.48,1,2,4,2012-07-30,Verano,storm,despejado
5498,27.06,29.4,15.94,8.8,65.88,1024.88,253.17,19.07,1,1,2,2002-05-05,Primavera,storm,parcialmente nublado
5499,24.24,35.29,13.6,7.79,40.92,1049.73,950.81,6.0,1,2,2,2015-03-23,Primavera,storm,despejado
5500,25.4,20.23,12.94,4.29,80.45,1002.45,12.27,16.79,2,1,4,1993-08-05,Verano,rain,parcialmente nublado
5501,16.79,31.62,17.05,2.57,41.36,1048.7,172.75,15.8,2,1,2,1967-04-22,Primavera,rain,parcialmente nublado
5502,8.44,7.02,-3.88,2.73,63.52,1024.57,579.48,3.28,3,1,2,2013-03-16,Primavera,cloudy,parcialmente nublado
5503,42.81,15.94,-0.61,9.24,34.79,1011.91,285.68,11.19,1,1,1,2006-09-17,Otoño,storm,parcialmente nublado
5504,28.26,7.74,1.98,3.1,55.08,1049.27,102.96,12.33,2,1,3,1967-01-24,Invierno,rain,parcialmente nublado
5505,46.87,1.97,-1.12,3.52,30.16,1024.33,819.33,12.87,2,2,4,2007-07-10,Verano,rain,despejado
5506,35.61,9.4,5.65,7.42,58.68,1023.81,597.88,12.56,1,1,3,1995-12-27,Invierno,storm,parcialmente nublado
5507,17.66,1.93,-0.99,4.71,78.72,1040.51,886.31,4.2,2,2,3,1971-01-29,Invierno,rain,despejado
5508,29.76,26.89,-3.84,9.07,56.77,1015.63,997.94,5.01,1,2,2,1969-04-10,Primavera,storm,despejado
5509,0.6,20.12,-5.16,3.83,45.2,1012.63,583.92,12.38,3,1,2,2012-04-11,Primavera,cloudy,parcialmente nublado
5510,10.23,26.94,0.21,5.97,43.35,1044.09,984.86,6.18,1,2,3,1971-01-27,Invierno,storm,despejado
5511,40.35,28.08,-3.95,7.92,62.44,996.19,0.8,17.54,1,1,4,1992-07-07,Verano,storm,parcialmente nublado
5512,35.71,16.14,-3.84,7.66,61.65,994.04,125.52,2.07,3,1,3,1968-12-09,Invierno,cloudy,parcialmente nublado
5513,31.07,4.21,-3.72,7.4,69.04,1037.83,841.39,10.46,1,2,2,1981-04-12,Primavera,storm,despejado
5514,48.27,20.89,10.14,3.67,49.11,1013.66,76.42,9.96,2,1,4,1969-06-01,Verano,rain,parcialmente nublado
5515,18.53,23.62,15.08,1.29,91.4,995.08,783.99,5.99,2,1,3,1965-01-16,Invierno,rain,parcialmente nublado
5516,32.75,11.4,8.38,3.48,44.01,1027.95,1134.76,17.15,2,2,3,2015-12-08,Invierno,rain,despejado
5517,5.62,2.53,-2.12,7.03,97.58,1046.23,425.52,9.38,3,1,2,2002-03-13,Primavera,cloudy,parcialmente nublado
5518,53.22,11.8,8.43,4.67,88.62,1012.08,661.57,11.09,2,1,2,1995-05-02,Primavera,rain,parcialmente nublado
5519,42.04,10.55,-4.37,2.29,71.25,1001.69,572.34,14.66,2,1,1,1981-09-06,Otoño,rain,parcialmente nublado
5520,4.54,24.27,8.78,7.88,67.28,1047.06,776.16,14.64,3,1,4,1998-07-12,Verano,cloudy,parcialmente nublado
5521,24.61,15.55,6.83,4.3,38.09,1030.37,145.85,18.94,3,1,3,1987-12-14,Invierno,cloudy,parcialmente nublado
5522,44.68,6.83,4.88,0.71,57.04,994.15,483.25,18.39,2,1,4,1976-06-27,Verano,rain,parcialmente nublado
5523,54.31,-1.29,-2.31,3.47,87.92,987.04,464.34,0.28,2,3,1,1995-10-15,Otoño,rain,cubierto
5524,27.0,28.75,17.71,6.95,59.07,1016.08,908.41,2.28,1,2,4,1991-06-12,Verano,storm,despejado
5525,45.01,23.1,17.62,5.26,50.56,988.85,452.66,3.66,1,1,1,1975-10-09,Otoño,storm,parcialmente nublado
5526,18.03,24.71,-5.6,2.11,74.39,992.74,646.84,11.69,2,1,4,2003-08-24,Verano,rain,parcialmente nublado
5527,38.46,25.16,-5.95,8.14,53.72,1032.77,535.73,10.57,1,1,3,2004-02-12,Invierno,storm,parcialmente nublado
5528,44.2,21.68,4.01,8.37,50.68,989.86,290.57,16.51,3,1,2,1959-05-12,Primavera,cloudy,parcialmente nublado
5529,49.93,18.21,13.98,8.59,30.77,996.93,190.2,3.45,1,1,1,2024-09-14,Otoño,storm,parcialmente nublado
5530,48.53,18.66,9.15,5.29,98.32,980.47,694.54,2.42,4,3,3,2010-12-01,Invierno,fog,cubierto
5531,47.13,19.11,4.33,1.99,58.0,987.82,1089.2,14.35,2,2,2,2016-03-18,Primavera,rain,despejado
5532,40.75,3.68,-0.53,6.6,56.88,1039.39,1161.3,10.05,1,2,2,1958-04-18,Primavera,storm,despejado
5533,25.44,16.86,-1.12,6.57,61.62,1048.31,914.41,11.17,3,2,1,1997-09-15,Otoño,cloudy,despejado
5534,10.12,30.05,-1.71,6.53,35.22,983.06,1027.75,9.35,1,2,2,2005-04-20,Primavera,storm,despejado
5535,29.5,32.57,2.39,4.17,32.35,1036.79,921.66,7.31,3,2,4,2006-08-21,Verano,cloudy,despejado
5536,48.88,35.09,6.49,1.81,79.0,1043.22,1178.59,11.1,2,2,4,1963-07-13,Verano,rain,despejado
5537,45.6,19.94,-6.88,4.28,43.65,1021.51,164.33,7.7,2,1,3,1993-12-12,Invierno,rain,parcialmente nublado
5538,14.42,14.01,-4.08,1.12,37.21,993.8,1094.41,2.95,2,2,4,2020-08-28,Verano,rain,despejado
5539,47.11,29.86,2.11,7.37,83.67,989.35,931.33,5.2,1,2,2,2009-04-09,Primavera,storm,despejado
5540,42.7,20.88,3.38,6.96,44.03,1037.15,480.76,4.65,3,1,4,1958-06-19,Verano,cloudy,parcialmente nublado
5541,38.28,11.91,4.65,6.56,50.74,1007.84,444.91,15.47,1,1,3,2019-12-08,Invierno,storm,parcialmente nublado
5542,45.18,23.4,-2.08,8.25,58.28,1018.85,65.58,0.76,1,1,1,1975-11-06,Otoño,storm,parcialmente nublado
5543,8.44,26.07,-5.77,7.18,33.57,1024.04,855.98,13.18,3,2,2,1970-05-30,Primavera,cloudy,despejado
5544,7.82,17.56,-4.85,7.2,76.22,1006.2,1167.1,8.67,3,2,3,2022-02-27,Invierno,cloudy,despejado
5545,7.2,9.04,-3.93,7.23,39.75,1035.52,529.87,19.52,3,1,3,1996-01-30,Invierno,cloudy,parcialmente nublado
5546,6.58,0.53,-3.01,7.26,87.16,1029.46,214.22,0.02,4,1,3,1998-02-15,Invierno,fog,parcialmente nublado
5547,1.05,5.65,5.16,1.74,31.29,989.29,958.73,1.09,3,2,1,2008-09-21,Otoño,cloudy,despejado
5548,31.14,21.77,8.33,1.76,65.2,1001.06,628.09,9.81,2,1,4,1999-08-26,Verano,rain,parcialmente nublado
5549,22.23,17.99,11.17,5.57,58.92,998.03,557.52,10.6,3,1,1,2007-11-30,Otoño,cloudy,parcialmente nublado
5550,13.31,14.2,14.02,9.38,76.32,1016.34,173.98,7.74,1,1,2,2023-03-05,Primavera,storm,parcialmente nublado
5551,24.13,26.74,15.35,9.09,90.43,1007.28,258.63,2.49,1,1,3,1973-12-12,Invierno,storm,parcialmente nublado
5552,37.65,6.2,-4.07,7.49,37.62,985.97,456.07,16.41,1,1,3,1977-02-03,Invierno,storm,parcialmente nublado
5553,35.99,14.46,-1.71,2.45,41.08,993.11,534.94,9.78,2,1,1,2022-11-17,Otoño,rain,parcialmente nublado
5554,46.91,33.4,-3.83,1.27,87.17,1023.03,629.78,11.94,2,1,1,1988-10-28,Otoño,rain,parcialmente nublado
5555,10.81,13.06,11.22,2.56,98.45,995.08,570.16,6.77,2,1,4,2003-06-04,Verano,rain,parcialmente nublado
5556,45.75,6.73,4.58,6.46,42.89,1038.24,439.59,19.6,1,1,4,2018-08-28,Verano,storm,parcialmente nublado
5557,54.97,5.99,-2.43,6.03,53.99,999.24,1124.28,2.23,1,2,4,1994-06-16,Verano,storm,despejado
5558,11.09,7.62,2.97,5.25,92.58,1026.37,444.64,1.73,1,1,4,1979-06-20,Verano,storm,parcialmente nublado
5559,27.85,11.45,3.58,0.94,93.49,989.65,1001.73,10.01,2,2,3,1977-12-11,Invierno,rain,despejado
5560,50.39,15.82,13.24,6.4,83.02,1021.12,249.98,7.0,1,1,3,1980-12-22,Invierno,storm,parcialmente nublado
5561,52.71,13.55,10.47,6.54,55.39,1015.0,584.67,7.2,1,1,3,1975-01-17,Invierno,storm,parcialmente nublado
5562,55.67,12.62,8.88,7.57,52.48,1003.27,879.87,0.0,1,2,4,1959-08-08,Verano,storm,despejado
5563,51.03,5.99,3.45,5.0,67.13,1041.42,407.07,16.96,3,1,4,2007-08-14,Verano,cloudy,parcialmente nublado
5564,46.39,-0.65,-1.99,2.43,47.34,1042.14,603.68,4.0,2,1,3,1993-12-01,Invierno,rain,parcialmente nublado
5565,39.23,25.77,3.59,3.58,92.29,998.08,302.69,0.66,2,1,4,1968-07-25,Verano,rain,parcialmente nublado
5566,19.0,-0.72,-6.38,6.21,61.55,999.95,626.04,0.01,1,1,4,2000-08-17,Verano,storm,parcialmente nublado
5567,31.3,18.61,-6.44,3.84,41.35,1001.6,417.12,14.37,2,1,4,2012-08-05,Verano,rain,parcialmente nublado
5568,20.04,15.18,14.29,8.07,59.64,1046.77,1171.9,9.57,1,2,4,1956-06-05,Verano,storm,despejado
5569,30.01,23.03,-0.08,6.47,67.81,1018.46,145.34,15.26,1,1,3,1983-02-17,Invierno,storm,parcialmente nublado
5570,53.3,16.5,1.33,4.99,45.37,1003.89,334.77,17.2,2,1,3,1976-02-13,Invierno,rain,parcialmente nublado
5571,31.02,1.68,-4.56,5.84,77.9,1004.92,55.98,19.21,1,1,1,2024-09-08,Otoño,storm,parcialmente nublado
5572,35.02,18.54,-2.55,3.71,41.72,1045.07,519.09,16.7,3,1,3,1960-02-08,Invierno,cloudy,parcialmente nublado
5573,39.02,35.4,-0.55,1.58,56.8,1027.94,516.69,6.7,2,1,2,1993-05-12,Primavera,rain,parcialmente nublado
5574,34.8,13.0,9.65,3.64,30.95,1034.86,29.33,15.95,2,1,1,1971-10-22,Otoño,rain,parcialmente nublado
5575,32.33,23.92,-4.28,4.04,34.63,989.82,10.35,5.07,2,1,2,2002-05-30,Primavera,rain,parcialmente nublado
5576,24.57,6.7,-5.77,5.59,90.56,1033.48,213.18,1.8,1,1,2,2000-05-03,Primavera,storm,parcialmente nublado
5577,45.86,23.26,6.26,1.11,97.62,993.03,956.4,6.31,2,2,3,2007-01-01,Invierno,rain,despejado
5578,39.17,8.29,-6.68,3.39,43.07,1006.78,494.73,17.28,2,1,3,1964-02-02,Invierno,rain,parcialmente nublado
5579,27.64,29.59,13.73,8.43,54.92,1006.66,950.25,16.83,1,2,2,1990-05-14,Primavera,storm,despejado
5580,30.65,2.73,-0.11,2.29,39.05,1037.93,133.57,10.99,2,1,1,2017-10-18,Otoño,rain,parcialmente nublado
5581,40.75,10.41,6.24,6.73,79.07,1013.03,555.49,1.85,1,1,2,1992-04-30,Primavera,storm,parcialmente nublado
5582,40.42,26.17,0.66,6.03,81.58,1029.21,425.88,17.2,1,1,3,1973-12-15,Invierno,storm,parcialmente nublado
5583,28.75,1.82,-2.11,3.48,55.08,982.26,729.35,5.99,2,1,4,1968-08-15,Verano,rain,parcialmente nublado
5584,9.45,34.53,13.84,5.63,49.15,1025.26,503.55,17.39,3,1,1,1999-10-25,Otoño,cloudy,parcialmente nublado
5585,25.36,21.91,1.58,9.46,38.39,1045.89,931.78,6.1,1,2,4,2002-08-29,Verano,storm,despejado
5586,2.09,22.88,15.44,1.19,45.76,1011.21,404.86,13.4,3,1,2,1968-04-04,Primavera,cloudy,parcialmente nublado
5587,52.16,3.0,2.18,3.37,54.88,1037.45,1160.08,7.27,2,2,1,2001-10-20,Otoño,rain,despejado
5588,39.18,30.77,4.14,5.69,96.44,1023.44,839.68,5.0,1,2,2,1970-03-21,Primavera,storm,despejado
5589,8.28,19.23,7.79,7.88,37.63,996.75,754.72,8.16,3,1,4,2005-07-12,Verano,cloudy,parcialmente nublado
5590,24.91,26.2,14.69,8.11,68.4,1046.72,166.38,9.87,1,1,2,2001-04-28,Primavera,storm,parcialmente nublado
5591,43.15,6.15,0.41,9.07,45.21,1014.56,709.24,0.44,1,1,3,2022-12-16,Invierno,storm,parcialmente nublado
5592,25.27,24.48,-3.93,8.96,52.08,1012.03,394.07,3.29,1,1,1,1987-09-15,Otoño,storm,parcialmente nublado
5593,0.94,18.03,0.08,0.42,77.83,1043.35,34.2,10.27,3,1,1,2016-11-15,Otoño,cloudy,parcialmente nublado
5594,13.13,4.18,-0.34,6.87,55.58,1039.77,1059.26,11.19,1,2,3,1969-01-22,Invierno,storm,despejado
5595,20.79,10.09,5.62,7.25,91.43,1019.58,1190.72,19.5,1,2,2,1976-04-08,Primavera,storm,despejado
5596,22.78,20.56,-2.5,8.48,68.16,1039.62,979.81,6.5,1,2,2,1978-04-13,Primavera,storm,despejado
5597,14.32,0.47,-1.88,4.16,99.7,1027.24,1112.42,9.0,2,2,4,1998-06-15,Verano,rain,despejado
5598,10.72,11.66,-3.66,4.03,87.91,1013.29,767.05,15.68,2,1,1,2014-09-28,Otoño,rain,parcialmente nublado
5599,18.99,14.91,-2.74,4.65,35.62,987.14,611.28,4.69,3,1,3,2014-12-20,Invierno,cloudy,parcialmente nublado
5600,27.27,18.16,-1.81,5.26,82.25,1014.21,993.32,10.71,1,2,2,1972-05-24,Primavera,storm,despejado
5601,51.37,15.24,-0.63,9.48,50.36,1012.04,94.17,9.89,1,1,3,1961-02-12,Invierno,storm,parcialmente nublado
5602,45.72,24.54,-1.78,6.76,34.12,995.41,69.9,11.33,3,1,2,2001-04-07,Primavera,cloudy,parcialmente nublado
5603,40.07,33.83,-2.93,4.03,57.75,1004.96,92.31,16.09,2,1,1,1970-09-02,Otoño,rain,parcialmente nublado
5604,49.49,0.71,0.15,3.35,38.85,1019.29,913.2,5.27,2,2,4,1965-08-22,Verano,rain,despejado
5605,12.36,34.42,5.98,3.49,97.82,1044.79,913.74,13.49,2,2,1,1971-11-15,Otoño,rain,despejado
